Cluster,silhueta,davies
2,0.29747123,1.3716772305963185
3,0.35626507,1.081439087868878
4,0.3716956,0.9629998694184341
5,0.34454796,1.0464435287209661
6,0.33807462,0.9786024200366307
7,0.26973933,1.054361101502611
8,0.37318438,0.8052960785562855
9,0.2699692,1.0183836210792876
10,0.27324596,0.8612820442848239
11,0.20083997,0.9704732022945518
12,0.27659878,0.8628339208492978
