Cluster,silhueta,davies
2,0.28528243,1.418736233316545
3,0.37980127,0.9739754691772621
4,0.347357,0.959797627292726
5,0.3236186,0.9494108446746384
6,0.28625548,1.0495119361962886
7,0.31624994,0.964946270353784
8,0.26025936,0.9185764939572723
9,0.3441721,0.7724995000576477
10,0.2958547,0.760923015434527
11,0.3292142,0.783740216314364
12,0.34090316,0.6040473418539231
