Cluster,silhueta,davies
2,0.15999788,1.8686860162341623
3,0.3158443,1.1973785358605735
4,0.28469843,1.0967835045683412
5,0.29978395,1.1358241213578086
6,0.24778862,1.0259886645929095
7,0.24501364,1.0523610394022362
8,0.24759388,0.9455664499674498
9,0.22304134,0.8700545755072279
10,0.20213243,0.9456159577148562
11,0.15091927,0.9730406196937722
12,0.12460184,1.0869096094908228
