Cluster,silhueta,davies
2,0.48598093,0.7735030789040201
3,0.4820126,0.7343627191397161
4,0.4278707,0.8930585402449249
5,0.40963376,0.9265563316478751
6,0.32901767,1.0167546566681898
7,0.31102192,0.906787768778985
8,0.2816804,0.93791493521147
9,0.27151492,0.8735483702087813
10,0.25718656,0.8638825437178118
11,0.25036952,0.796648344988749
12,0.23408549,0.8315858666293282
