Cluster,silhueta,davies
2,0.25185356,1.426577206620724
3,0.37980127,0.9739754691772621
4,0.33217657,0.940697117091156
5,0.19786026,1.1729506275855714
6,0.124911375,0.9924753092190798
7,0.18459578,0.8997678373917628
8,0.1691689,0.9329706341202285
9,0.22718562,0.8216492106087021
10,0.21828924,0.8027323734684298
11,0.20974363,0.7617124465978512
12,0.23934034,0.6730621197880251
