Cluster,silhueta,davies
2,0.29747123,1.3716772305963185
3,0.22299609,1.5896343051983586
4,0.30638748,1.160280430999207
5,0.19542272,1.5453600282702562
6,0.19896723,1.4407322621224556
7,0.17726436,1.3524637063672362
8,0.19336754,1.289145390475111
9,0.14519456,1.2498466776002113
10,0.1808576,1.130735155262871
11,0.14975138,1.149387297427284
12,0.24109343,0.8706530224089702
