Cluster,silhueta,davies
2,0.4860299,0.7734113201710261
3,0.48205653,0.7342608771887247
4,0.46314353,0.8157672721885222
5,0.37610972,0.9224053646896764
6,0.35206816,0.884905392380352
7,0.3614412,0.802913680094604
8,0.3257524,0.6920872836687986
9,0.31008384,0.7511627548912225
10,0.20798363,1.008892694029403
11,0.2023121,0.7909843585252464
12,0.193204,0.741823644186884
